Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X3,2016,Europe,White,Electric,Manual,4.3,80610,76726,2937,Low
X6,2019,South America,Black,Petrol,Manual,3.7,75152,96299,9303,High
5 Series,2011,Middle East,White,Hybrid,Automatic,3,109541,75484,4289,Low
5 Series,2016,Asia,Grey,Diesel,Manual,2.4,24138,65298,2285,Low
X1,2016,Middle East,Grey,Diesel,Automatic,4.2,150844,109889,3216,Low
3 Series,2020,Middle East,Grey,Petrol,Manual,2.1,55708,47250,1125,Low
5 Series,2014,Asia,Red,Petrol,Manual,4.7,25331,51504,8193,High
3 Series,2018,Europe,Blue,Diesel,Automatic,2,189528,67423,1017,Low
7 Series,2022,Africa,Blue,Electric,Automatic,4.3,121859,103785,650,Low
X3,2021,Asia,Grey,Diesel,Manual,3,185897,93626,6631,Low
X1,2020,Asia,Grey,Electric,Manual,2.2,78037,45172,848,Low
X3,2012,Asia,Red,Electric,Manual,2.9,163991,74726,9351,High
X5,2013,Africa,Grey,Electric,Automatic,2.3,40948,56914,5791,Low
X1,2010,South America,White,Electric,Automatic,2,59410,43338,771,Low
3 Series,2015,Asia,Red,Hybrid,Manual,2.3,116434,87665,4234,Low
3 Series,2013,Europe,Silver,Diesel,Automatic,4.5,78318,49253,4534,Low
M5,2010,Asia,Black,Diesel,Manual,1.9,20840,114208,1107,Low
M5,2011,Middle East,Silver,Electric,Automatic,4.9,92300,50462,5118,Low
i8,2024,North America,White,Hybrid,Manual,1.5,198721,69253,6544,Low
3 Series,2012,Asia,Blue,Hybrid,Manual,3.8,157530,49589,7785,High
X3,2018,Asia,Silver,Electric,Manual,4.5,165951,38808,2622,Low
7 Series,2022,Europe,Black,Petrol,Manual,4.8,72135,41356,2226,Low
M5,2017,Middle East,White,Electric,Automatic,2,81035,90388,7791,High
X5,2016,Africa,Blue,Hybrid,Automatic,3.9,194076,33620,2620,Low
7 Series,2022,Europe,Grey,Petrol,Manual,1.9,58780,71906,7507,High
7 Series,2024,South America,Blue,Petrol,Manual,2.7,73941,64460,5460,Low
i8,2020,Middle East,Blue,Hybrid,Automatic,4.1,115997,75095,8895,High
M3,2021,South America,Blue,Petrol,Automatic,2.7,182980,30820,7450,High
i3,2023,Europe,Blue,Diesel,Manual,2.6,6013,54218,6223,Low
X1,2013,Africa,Silver,Electric,Automatic,1.9,148067,80627,9502,High
5 Series,2010,North America,Blue,Petrol,Automatic,1.7,80643,58138,7778,High
M3,2017,South America,Grey,Hybrid,Automatic,1.9,106935,59611,9288,High
7 Series,2013,Middle East,Black,Hybrid,Manual,4.6,154185,84041,9347,High
i3,2012,South America,Silver,Petrol,Automatic,1.5,76216,90487,7499,High
i3,2018,Africa,Grey,Petrol,Manual,3.9,58208,68893,5641,Low
X5,2019,Africa,Red,Diesel,Automatic,4.2,127100,87196,1806,Low
M5,2013,Africa,Grey,Electric,Manual,3.5,22206,34342,8747,High
5 Series,2013,South America,Silver,Petrol,Manual,4.1,35595,86236,5252,Low
M3,2023,Middle East,Silver,Petrol,Manual,3.8,13455,70355,5551,Low
3 Series,2018,South America,Grey,Electric,Automatic,3.1,26683,70101,7625,High
i8,2022,South America,Black,Electric,Automatic,2.8,40162,66086,4166,Low
7 Series,2021,Asia,Grey,Diesel,Manual,4.8,166327,35509,5754,Low
5 Series,2020,South America,Red,Hybrid,Manual,4.9,113480,102827,996,Low
X1,2021,Middle East,Blue,Electric,Automatic,3.8,104578,81001,2798,Low
i3,2023,Europe,Red,Hybrid,Automatic,2.2,5299,68396,9031,High
X1,2011,Europe,Blue,Petrol,Automatic,3.1,25103,116047,358,Low
M5,2023,Africa,White,Petrol,Automatic,3.2,38375,56807,8317,High
M5,2021,Africa,Grey,Electric,Manual,4.2,74450,96185,3998,Low
X3,2014,Africa,Blue,Petrol,Manual,3.8,91594,44825,8939,High
i8,2024,Asia,Black,Electric,Automatic,3.3,129253,96520,4733,Low
7 Series,2013,South America,Black,Petrol,Manual,3.9,107693,31585,6992,Low
M3,2018,Middle East,Grey,Electric,Automatic,1.6,172318,86269,2484,Low
X3,2021,Africa,Blue,Petrol,Automatic,4.2,149504,99563,2259,Low
X3,2014,South America,Silver,Diesel,Manual,2.2,21942,103720,3202,Low
X1,2018,Middle East,Red,Electric,Manual,3.8,164381,67539,7441,High
i3,2020,North America,Blue,Hybrid,Manual,1.9,118740,44202,7088,High
X1,2018,Middle East,White,Hybrid,Manual,1.9,93271,31733,454,Low
M5,2023,Asia,White,Diesel,Manual,1.6,124921,118821,9773,High
X3,2011,Middle East,Blue,Hybrid,Automatic,4.7,113653,63491,9584,High
X1,2023,North America,Black,Petrol,Manual,3.6,35609,119837,4324,Low
M3,2024,Middle East,Blue,Diesel,Manual,2.8,113442,47690,2929,Low
i8,2018,South America,White,Hybrid,Automatic,4.3,462,52693,7247,High
7 Series,2012,Europe,Grey,Diesel,Manual,3.7,112014,105835,4899,Low
i3,2013,Middle East,Blue,Diesel,Manual,3.7,59802,84342,2295,Low
i8,2010,Middle East,Blue,Diesel,Manual,3.2,116039,107654,8234,High
3 Series,2023,South America,Grey,Petrol,Manual,1.5,44276,59263,4199,Low
3 Series,2010,North America,Red,Electric,Manual,2.4,147086,114800,8815,High
X5,2010,South America,Blue,Electric,Manual,1.9,3527,88270,9053,High
X5,2018,South America,Black,Hybrid,Manual,3.8,175090,114139,9743,High
i3,2020,North America,Black,Hybrid,Manual,2.4,103683,69442,9488,High
X5,2017,North America,Silver,Diesel,Automatic,3.1,174528,53198,9790,High
3 Series,2014,Europe,Blue,Electric,Automatic,2.7,482,36627,251,Low
5 Series,2014,Middle East,White,Petrol,Automatic,2,179335,112394,2995,Low
X5,2018,Middle East,Blue,Petrol,Automatic,4.9,11664,55078,8254,High
X1,2012,Africa,Grey,Electric,Manual,4.8,145435,55187,1343,Low
7 Series,2012,Asia,Silver,Petrol,Manual,1.8,145349,39884,2468,Low
X1,2016,South America,Black,Diesel,Manual,4.4,189307,77978,529,Low
i8,2018,Middle East,Black,Electric,Automatic,3.2,177002,42695,1714,Low
i8,2015,Africa,Grey,Electric,Automatic,4.2,69125,38733,9666,High
i8,2023,North America,Silver,Electric,Automatic,2,198454,42983,4657,Low
X5,2011,North America,Red,Hybrid,Automatic,2,128896,71313,7622,High
X5,2010,North America,Black,Electric,Manual,4.6,26690,110710,6871,Low
X3,2011,Africa,Red,Petrol,Automatic,4.6,190643,91288,2360,Low
3 Series,2023,Europe,Blue,Hybrid,Manual,3.1,146382,104985,1481,Low
X3,2023,North America,White,Hybrid,Automatic,4.5,171047,88463,730,Low
i3,2010,Europe,Black,Hybrid,Manual,3.8,79443,110290,1234,Low
X6,2019,Asia,Red,Electric,Automatic,2.1,192143,60401,3440,Low
X3,2019,South America,White,Hybrid,Manual,2.7,140361,98216,4396,Low
3 Series,2018,Middle East,Grey,Electric,Automatic,2,31821,118248,7341,High
5 Series,2024,South America,White,Diesel,Automatic,4.2,79886,52013,6143,Low
7 Series,2019,Africa,Blue,Diesel,Manual,4.9,197288,45193,6144,Low
i3,2024,Asia,Blue,Diesel,Manual,3.4,119641,82212,2405,Low
M5,2021,Africa,Silver,Electric,Manual,3.8,47625,51007,9509,High
5 Series,2023,South America,Red,Electric,Manual,4.1,81895,46356,8591,High
M3,2022,Asia,Red,Hybrid,Manual,2.3,184123,38292,3417,Low
X5,2017,Africa,Grey,Hybrid,Automatic,2.7,145700,86071,8181,High
3 Series,2024,North America,Silver,Petrol,Automatic,2.9,183565,37479,9402,High
X1,2016,Middle East,Blue,Diesel,Manual,3.6,90520,30586,7419,High
X5,2024,South America,Red,Diesel,Manual,4.5,51933,74743,7718,High
M5,2012,North America,White,Petrol,Automatic,2.4,138676,83180,4566,Low
5 Series,2017,South America,Black,Hybrid,Manual,3.1,34973,73289,6979,Low
X6,2011,Asia,Silver,Electric,Automatic,4.1,69562,31795,1981,Low
X6,2011,Asia,Red,Hybrid,Automatic,1.8,20414,54266,9415,High
X1,2020,South America,Blue,Diesel,Manual,3.3,65378,80017,2525,Low
X1,2019,Middle East,Blue,Electric,Manual,2,15310,112122,2323,Low
5 Series,2012,South America,Silver,Electric,Manual,3.4,49374,96497,5360,Low
i8,2016,Middle East,Black,Diesel,Manual,4.2,13179,106682,8792,High
5 Series,2010,South America,White,Diesel,Manual,2.3,62962,81696,7129,High
M3,2017,Middle East,Grey,Petrol,Manual,4.5,88721,33035,2690,Low
M3,2021,North America,Black,Diesel,Manual,2.7,77181,46447,7186,High
X6,2016,Africa,Grey,Petrol,Automatic,2.2,128838,91796,4300,Low
X5,2013,Europe,Black,Hybrid,Automatic,3.1,39362,99330,9654,High
X5,2023,Middle East,Blue,Electric,Manual,4.6,13400,78245,5820,Low
X6,2024,South America,Grey,Petrol,Automatic,1.7,184079,90795,9670,High
7 Series,2014,Africa,Blue,Hybrid,Automatic,2.6,58574,43343,5840,Low
3 Series,2019,North America,White,Hybrid,Automatic,3.8,2899,42524,6921,Low
X3,2022,Europe,Silver,Petrol,Automatic,2.8,195259,75850,5044,Low
M3,2010,Asia,Red,Electric,Automatic,1.7,20565,93191,6541,Low
M3,2013,Middle East,Black,Electric,Manual,2.7,59810,99168,7181,High
X6,2024,North America,Silver,Diesel,Automatic,4.4,145690,40198,4998,Low
X5,2010,Asia,Black,Hybrid,Manual,4.9,70923,87225,4281,Low
3 Series,2010,Middle East,White,Hybrid,Manual,1.6,180640,79381,3571,Low
X1,2019,Middle East,White,Hybrid,Automatic,3.5,149655,44057,6087,Low
i8,2010,North America,Blue,Electric,Manual,1.9,170137,100470,2116,Low
X5,2016,Europe,Blue,Electric,Automatic,3.9,106867,116506,8537,High
i3,2016,North America,White,Petrol,Automatic,1.5,15835,101437,383,Low
i8,2013,South America,Red,Hybrid,Manual,1.6,65223,33345,2276,Low
3 Series,2024,Asia,Black,Diesel,Manual,4.2,158897,99540,852,Low
X1,2022,Middle East,Red,Hybrid,Manual,1.8,31861,42692,8872,High
7 Series,2021,North America,Silver,Electric,Automatic,2.6,54991,96832,9018,High
X5,2011,Middle East,Black,Electric,Manual,4.9,9823,32125,1156,Low
X5,2021,Africa,Red,Petrol,Manual,4.9,22813,91093,385,Low
M5,2012,Middle East,Silver,Hybrid,Manual,2.1,182754,31074,6483,Low
i3,2017,Africa,Silver,Diesel,Automatic,3.5,131727,60463,3829,Low
X5,2022,Europe,Red,Petrol,Manual,3.5,152239,44087,9462,High
7 Series,2017,Asia,Red,Hybrid,Manual,3.1,155016,92214,993,Low
X6,2020,Europe,Red,Petrol,Automatic,4.7,187061,101601,400,Low
7 Series,2020,Africa,Silver,Petrol,Manual,4.1,97950,69661,3632,Low
i3,2015,Africa,White,Electric,Manual,4.2,182674,96528,4813,Low
X1,2024,Asia,Blue,Diesel,Automatic,2.4,108093,71985,8783,High
7 Series,2019,Europe,Blue,Electric,Manual,3,94927,68288,6604,Low
7 Series,2018,South America,White,Petrol,Automatic,3.2,131671,83612,8065,High
M5,2020,South America,Silver,Electric,Automatic,2.5,122910,36556,9290,High
X3,2021,Middle East,Grey,Petrol,Manual,1.8,449,107305,2215,Low
i3,2018,South America,Black,Petrol,Manual,1.9,158438,108079,6952,Low
3 Series,2013,Asia,Black,Hybrid,Manual,2.1,180184,42895,9427,High
5 Series,2021,Europe,Silver,Hybrid,Manual,2.2,152829,115678,5623,Low
X5,2010,Asia,Blue,Diesel,Automatic,2.3,20875,73062,2726,Low
X3,2010,Asia,Black,Electric,Automatic,2.4,39027,40338,1530,Low
X1,2024,South America,Red,Hybrid,Automatic,3.1,134770,31267,6274,Low
i3,2021,Middle East,Black,Petrol,Manual,3.3,128653,96358,8037,High
X5,2019,Africa,Black,Hybrid,Manual,2.6,59681,31520,7847,High
3 Series,2024,Asia,Grey,Electric,Manual,4.7,18669,109754,9404,High
X3,2014,Africa,Red,Hybrid,Automatic,3.4,82750,35642,4450,Low
X5,2023,Middle East,Grey,Petrol,Manual,4.3,122957,64589,488,Low
M5,2022,North America,Red,Hybrid,Manual,4.7,44369,75575,716,Low
X3,2011,Africa,White,Electric,Automatic,2.1,12322,52534,9419,High
X3,2024,Europe,Blue,Diesel,Manual,3,86078,41466,5507,Low
X1,2015,Asia,Blue,Diesel,Manual,3,98128,42745,6154,Low
7 Series,2016,North America,White,Diesel,Automatic,2.7,15023,98306,9810,High
7 Series,2010,Asia,Red,Electric,Manual,1.5,171180,40405,8192,High
i3,2015,Middle East,Grey,Hybrid,Manual,4.4,49878,100151,1441,Low
5 Series,2017,Europe,Silver,Electric,Automatic,1.9,130773,60212,8102,High
M3,2021,South America,Black,Electric,Manual,5,53168,45889,211,Low
X3,2014,Europe,Black,Electric,Manual,4.2,54552,43747,8355,High
5 Series,2023,North America,Black,Hybrid,Manual,3.5,112863,87756,6360,Low
i8,2021,Middle East,White,Petrol,Automatic,2,116958,95579,6220,Low
i8,2016,Asia,White,Electric,Manual,3.3,190725,50400,4037,Low
M3,2019,Europe,Blue,Diesel,Manual,2.4,124452,82268,4418,Low
5 Series,2015,Asia,Grey,Petrol,Manual,2.4,11246,65382,1287,Low
X5,2013,South America,Blue,Hybrid,Manual,4.4,120094,91094,2652,Low
M5,2024,Middle East,Grey,Diesel,Manual,2.8,93588,100364,964,Low
7 Series,2024,North America,Grey,Hybrid,Automatic,3.1,5382,34248,244,Low
7 Series,2016,Asia,Silver,Petrol,Manual,4.5,148629,85542,7117,High
X3,2019,Middle East,Silver,Electric,Automatic,1.8,102403,97885,1000,Low
5 Series,2018,North America,White,Hybrid,Manual,3.6,104410,95130,4046,Low
i3,2019,Middle East,Red,Petrol,Manual,3.5,59890,45584,8978,High
i8,2019,Africa,White,Petrol,Automatic,3,62764,95288,9942,High
M5,2022,Europe,White,Petrol,Manual,4.4,39903,116467,8417,High
X1,2016,Asia,Grey,Petrol,Manual,4.8,145506,31441,5210,Low
3 Series,2021,North America,Grey,Hybrid,Automatic,3.1,86728,102901,805,Low
M5,2023,Middle East,White,Hybrid,Automatic,3.1,86107,39400,5756,Low
X1,2014,North America,Silver,Hybrid,Automatic,3.3,26101,110140,9360,High
X1,2016,South America,Black,Petrol,Manual,4,85641,73535,7898,High
7 Series,2012,Europe,Silver,Petrol,Manual,3.8,10609,39138,7439,High
7 Series,2011,Europe,Silver,Diesel,Automatic,2.3,142999,105583,6491,Low
7 Series,2020,Europe,Blue,Petrol,Automatic,1.7,165359,100461,9356,High
X3,2024,Asia,Black,Hybrid,Automatic,4.8,163459,41018,3921,Low
X3,2014,Asia,Red,Hybrid,Manual,2.4,164015,82236,5458,Low
5 Series,2013,North America,White,Diesel,Manual,3.7,47319,30965,3578,Low
i8,2014,Asia,Silver,Hybrid,Automatic,4.4,32128,36605,4551,Low
M3,2017,Middle East,Black,Petrol,Automatic,2.6,47460,30671,3806,Low
X6,2021,Europe,White,Electric,Manual,3.7,81089,77635,6488,Low
X1,2013,Europe,Black,Hybrid,Automatic,1.9,95791,85784,6257,Low
M5,2024,Middle East,Blue,Diesel,Automatic,4.9,84148,74828,4031,Low
X5,2018,Europe,Blue,Petrol,Manual,1.7,123141,107285,5296,Low
X3,2016,South America,Black,Hybrid,Manual,3,146317,32443,6502,Low
X5,2019,Europe,Grey,Electric,Manual,3.4,36598,49627,3630,Low
3 Series,2022,Europe,White,Electric,Automatic,4.3,71741,89229,3027,Low
5 Series,2021,Africa,Red,Electric,Automatic,1.9,140323,116874,6258,Low
i3,2016,Middle East,Red,Diesel,Automatic,3,194200,113671,5459,Low
i3,2024,South America,White,Diesel,Automatic,2.5,165319,47692,6063,Low
X3,2022,North America,Grey,Diesel,Automatic,2.6,189043,88959,9674,High
i8,2022,North America,Black,Petrol,Manual,4.2,116250,48115,7327,High
X5,2017,Middle East,Black,Hybrid,Manual,1.5,183373,66594,3005,Low
5 Series,2021,Europe,Red,Petrol,Manual,4.1,22147,82243,8557,High
7 Series,2015,Europe,Blue,Hybrid,Automatic,4.3,124679,34544,9675,High
M3,2017,Asia,Red,Electric,Manual,4.7,177618,43526,3121,Low
5 Series,2012,Asia,Red,Hybrid,Manual,3.7,14301,67627,7706,High
X3,2019,Africa,Red,Diesel,Manual,2.7,190427,81095,6068,Low
i3,2019,Middle East,Silver,Electric,Manual,3,74970,50343,7575,High
X6,2023,North America,White,Diesel,Automatic,4.9,44988,61496,362,Low
3 Series,2010,Asia,Silver,Hybrid,Manual,4.6,63403,98619,9251,High
M3,2015,Asia,Black,Hybrid,Automatic,3.1,135810,64080,8909,High
M3,2010,North America,Red,Electric,Automatic,4.8,101040,77874,4368,Low
7 Series,2018,Europe,Grey,Petrol,Automatic,4.4,165659,30514,8606,High
M5,2023,South America,Silver,Electric,Manual,4.7,160210,54260,1956,Low
i8,2011,North America,Red,Diesel,Manual,3.9,55909,114566,5131,Low
3 Series,2020,Asia,Grey,Hybrid,Manual,4.5,76502,73182,3175,Low
i8,2011,North America,Grey,Hybrid,Automatic,4.6,117586,33190,3421,Low
X5,2016,North America,Blue,Electric,Automatic,1.8,53560,42728,2235,Low
i3,2011,Europe,Black,Electric,Automatic,4.9,163496,41832,6543,Low
X1,2019,Middle East,Red,Petrol,Automatic,2.7,109681,114021,2001,Low
X5,2017,Europe,White,Petrol,Manual,3,163437,32253,700,Low
3 Series,2015,Europe,Blue,Petrol,Manual,4.3,135082,62358,399,Low
M5,2023,Africa,White,Hybrid,Manual,3.8,81201,38724,5455,Low
7 Series,2016,Middle East,Grey,Hybrid,Automatic,4.6,90926,78987,3571,Low
X5,2016,North America,Black,Hybrid,Automatic,2.9,51255,115453,1874,Low
3 Series,2015,North America,Silver,Electric,Manual,2.8,8336,61522,3039,Low
M3,2019,Asia,Grey,Hybrid,Automatic,1.6,80924,110038,6332,Low
i3,2020,Asia,Red,Diesel,Manual,3.1,112695,89566,1228,Low
5 Series,2018,Europe,White,Diesel,Manual,4,34023,38641,4479,Low
7 Series,2022,Europe,White,Petrol,Manual,2.6,79791,65094,8035,High
X3,2018,Middle East,Grey,Diesel,Automatic,3.1,14849,81875,3445,Low
M5,2024,Europe,Blue,Diesel,Manual,2.3,97568,77872,3749,Low
X5,2016,Middle East,Silver,Hybrid,Automatic,4.2,191142,60819,2420,Low
M5,2018,North America,Red,Diesel,Automatic,1.7,20022,53115,5639,Low
i8,2022,Europe,Red,Electric,Automatic,4,182258,88610,7141,High
X5,2019,Africa,White,Electric,Automatic,2.8,10014,102789,6094,Low
X3,2012,Africa,Black,Hybrid,Automatic,1.6,29721,51563,6544,Low
3 Series,2012,Africa,Grey,Hybrid,Automatic,4.5,747,51045,7331,High
X6,2010,Africa,Blue,Diesel,Automatic,3.2,92895,36692,9481,High
i3,2014,Africa,Blue,Hybrid,Manual,3.6,113968,109767,882,Low
X1,2024,South America,Black,Diesel,Manual,4.1,132411,68981,9077,High
M5,2013,North America,Red,Diesel,Automatic,3.8,155888,107763,2122,Low
M3,2011,South America,Red,Petrol,Manual,4.1,9009,60387,5383,Low
i3,2018,Europe,Black,Petrol,Manual,4.2,41081,84951,5489,Low
3 Series,2012,Africa,Black,Hybrid,Manual,3.6,7867,93270,4028,Low
X5,2024,Europe,White,Hybrid,Manual,2.8,159379,103812,3386,Low
3 Series,2017,Asia,Black,Diesel,Manual,2.4,191415,53836,8340,High
i8,2015,North America,Blue,Diesel,Manual,4.7,34676,99672,5747,Low
X5,2023,North America,Black,Hybrid,Manual,4.9,120494,57674,8963,High
X5,2022,North America,Black,Diesel,Automatic,2.8,45057,50197,5254,Low
M5,2014,Asia,White,Petrol,Automatic,1.9,156902,104956,5060,Low
X3,2010,Africa,Red,Hybrid,Manual,2.3,21495,31084,4974,Low
5 Series,2013,Europe,Black,Electric,Manual,3.8,197182,65415,4091,Low
i8,2012,Europe,Silver,Petrol,Manual,2.1,152940,41281,3284,Low
i8,2010,Asia,Red,Diesel,Manual,4.2,197836,118139,537,Low
7 Series,2021,Middle East,Red,Diesel,Manual,4.7,72668,67952,2695,Low
X1,2024,South America,Blue,Diesel,Automatic,4.9,149950,98197,748,Low
X6,2014,North America,Black,Petrol,Manual,1.5,65842,87244,4715,Low
3 Series,2015,Middle East,Blue,Hybrid,Manual,4.9,124457,53629,5335,Low
X6,2011,Africa,Red,Diesel,Automatic,4.1,152839,54483,2907,Low
X5,2024,Asia,Red,Hybrid,Automatic,1.8,119577,71194,2037,Low
i8,2023,Asia,Silver,Hybrid,Automatic,3,5045,78911,1248,Low
i3,2012,Asia,White,Hybrid,Automatic,4,10313,30165,6450,Low
7 Series,2020,North America,White,Diesel,Automatic,4.8,192421,59515,467,Low
i3,2023,Middle East,Silver,Electric,Automatic,2.1,167095,97722,1287,Low
X1,2024,Asia,Black,Petrol,Automatic,1.9,52288,87940,3431,Low
M5,2015,Africa,Black,Diesel,Automatic,3.2,187562,35138,5474,Low
7 Series,2013,Asia,White,Petrol,Automatic,4.9,191010,112594,7179,High
M5,2018,Asia,Black,Hybrid,Manual,4.9,27843,30005,6316,Low
X1,2014,Middle East,Grey,Petrol,Manual,2.3,172119,48005,9972,High
X3,2013,Middle East,Blue,Petrol,Automatic,2.6,105782,106662,3059,Low
X3,2011,North America,White,Petrol,Automatic,4.7,90879,77191,9124,High
X3,2015,Africa,Grey,Hybrid,Automatic,4.1,53584,116137,4962,Low
i3,2019,Asia,White,Electric,Automatic,4.9,36154,93388,6885,Low
5 Series,2011,Africa,Black,Petrol,Automatic,4.6,18899,67590,8870,High
X5,2021,Asia,Black,Diesel,Manual,2.3,27174,99403,1229,Low
5 Series,2022,Africa,White,Petrol,Manual,4.2,71531,37378,9229,High
X3,2016,Europe,Grey,Hybrid,Manual,1.7,146973,104540,6396,Low
3 Series,2012,South America,Grey,Petrol,Automatic,4.4,115653,109749,4054,Low
X3,2018,North America,Blue,Petrol,Manual,3.6,154906,54276,3877,Low
i8,2020,Asia,White,Hybrid,Automatic,4.8,114820,103240,9111,High
X1,2014,South America,Silver,Hybrid,Manual,4.9,189081,52055,5369,Low
5 Series,2017,Europe,Blue,Hybrid,Automatic,1.7,133027,59885,5495,Low
X3,2020,Asia,Blue,Diesel,Automatic,2.1,49034,50658,8208,High
M5,2015,Asia,White,Electric,Automatic,3.2,161525,58139,5356,Low
i3,2023,Asia,Silver,Electric,Automatic,4.6,4969,47238,213,Low
i8,2021,Middle East,White,Diesel,Manual,4.4,94614,52274,7487,High
X1,2019,South America,Red,Hybrid,Automatic,4.9,60290,87830,5394,Low
M3,2017,Middle East,Silver,Petrol,Automatic,3.7,14833,88471,9389,High
7 Series,2022,Africa,Black,Electric,Automatic,2.4,156878,55291,3172,Low
X5,2022,Asia,White,Petrol,Automatic,1.6,77753,89410,9150,High
X1,2020,Asia,Blue,Electric,Manual,2.3,1579,55473,6143,Low
i8,2021,Europe,White,Diesel,Automatic,3.9,110836,62148,4112,Low
X6,2012,Asia,Grey,Diesel,Automatic,4.7,12888,96125,381,Low
5 Series,2012,Middle East,White,Diesel,Manual,2.6,141647,90818,1895,Low
5 Series,2014,North America,Silver,Electric,Automatic,4.6,162298,31478,8239,High
X1,2020,Africa,Silver,Petrol,Automatic,2.9,133215,52360,4541,Low
3 Series,2019,South America,White,Diesel,Manual,2.6,7236,97057,4631,Low
i3,2012,Europe,Silver,Petrol,Automatic,3.3,99849,57492,5195,Low
M3,2017,Asia,Blue,Diesel,Manual,3,68682,50102,8357,High
5 Series,2019,Europe,Grey,Electric,Automatic,4.7,154976,107206,2435,Low
X5,2022,South America,Black,Petrol,Manual,3.1,25563,110580,2861,Low
3 Series,2021,Middle East,Silver,Electric,Manual,2.5,86351,47556,3164,Low
M3,2023,Asia,Grey,Hybrid,Manual,4.4,109212,86023,7658,High
3 Series,2017,Middle East,Black,Diesel,Manual,5,66433,60521,7209,High
